,0
0,1.3160948753356934
1,0.5705575942993164
2,0.301555871963501
3,0.6457686424255371
4,0.36698436737060547
5,0.9248733520507812
6,1.203230619430542
7,1.0209639072418213
8,2.4446423053741455
9,1.9022502899169922
10,2.809659719467163
11,1.9764175415039062
12,2.159649133682251
13,3.043442487716675
14,3.064751386642456
15,2.641791343688965
16,2.138599395751953
17,1.326956033706665
18,2.566312074661255
19,2.293034076690674
20,1.6037514209747314
21,1.1281940937042236
22,1.5591356754302979
23,1.8650975227355957
24,1.5498850345611572
25,1.019211769104004
26,1.5100862979888916
27,1.036283254623413
28,1.5943758487701416
29,1.4335534572601318
30,1.4274787902832031
31,1.6742730140686035
32,1.598384141921997
33,1.6516647338867188
34,1.630525827407837
35,1.826833963394165
36,1.1989514827728271
37,1.9235200881958008
38,1.3521029949188232
39,1.6656064987182617
40,1.085836410522461
41,1.508784294128418
42,1.4787442684173584
43,1.9787356853485107
44,1.3796806335449219
45,1.6590301990509033
46,1.6655564308166504
47,1.4489901065826416
48,1.400587797164917
49,1.5045979022979736
50,1.3025856018066406
51,1.418327808380127
52,1.4609816074371338
53,1.5929913520812988
54,1.3294835090637207
55,1.4069502353668213
56,1.2511579990386963
57,1.2339081764221191
58,1.2176964282989502
59,1.29296875
60,1.2518784999847412
61,1.8594369888305664
62,1.7221288681030273
63,1.3840305805206299
64,1.3425402641296387
65,1.8715500831604004
66,1.5300383567810059
67,1.22086501121521
68,1.7629008293151855
69,1.438683032989502
70,1.8224012851715088
71,1.5355067253112793
72,1.8764586448669434
73,1.869413137435913
74,1.4797017574310303
75,1.4277760982513428
76,1.8137555122375488
77,1.3898792266845703
78,1.7367525100708008
79,1.567234754562378
80,1.4363069534301758
81,1.7931737899780273
82,1.9148669242858887
83,1.4392859935760498
84,1.111952304840088
85,1.3828864097595215
86,1.627692461013794
87,1.9616155624389648
88,1.4996330738067627
89,1.5645325183868408
90,1.4852643013000488
91,1.5570597648620605
92,1.2212376594543457
93,1.7825980186462402
94,2.266904830932617
95,1.3770036697387695
96,1.3353095054626465
97,1.3964145183563232
