,0,1,2,3,4,5,6,7,8
0,-2.537239244170064,3.391716476108387,-1.5628528235287664,-4.171164912107887,-4.564833577527948,1.0816520558414888,-3.9523547290476824,-3.8879674023948665,-3.458288212366808
1,0.8122038586354927,0.5796685967868198,-2.1099835684243162,0.7433258755590746,-1.4332915882869801,2.719386584989781,-4.8788541058295,-3.814105339017013,3.090882066760818
2,3.466994524002075,-5.0,-3.498817205429077,-0.8758038282394409,-2.903641939163208,-2.903538227081299,-2.90350604057312,-2.9035391807556152,-2.9035704135894775
3,-2.3179237842559814,3.4513297080993652,-1.6194884777069092,-4.00220251083374,-2.9035511016845703,-2.903564453125,-2.9035894870758057,-2.90358567237854,2.746797800064087
4,-1.78678297996521,2.930454969406128,-0.9203498363494873,-2.061005115509033,-2.902531623840332,-2.90293025970459,-2.9025871753692627,2.7478392124176025,2.7473013401031494
5,-3.253032684326172,2.521559476852417,-2.733703136444092,-1.9062657356262207,2.7521533966064453,-2.902784824371338,-2.9193530082702637,-2.8979604244232178,-2.913750648498535
6,-2.802581548690796,2.7419426441192627,-2.7585699558258057,2.763507127761841,-2.9035913944244385,2.746796131134033,-2.9035449028015137,2.746798515319824,-2.9035441875457764
7,2.439883232116699,2.8120341300964355,-2.6922032833099365,-2.130272388458252,-2.9011495113372803,2.7440948486328125,2.7468254566192627,-2.8953018188476562,-2.903986930847168
8,-2.8047516345977783,2.760920286178589,-2.9549858570098877,2.584973096847534,-2.9104979038238525,-2.9052693843841553,-2.9154603481292725,-2.907891035079956,-2.906388759613037
9,-2.7559139728546143,2.7621145248413086,-2.8730852603912354,3.7576067447662354,2.746633768081665,-2.904472827911377,-2.9044036865234375,-2.9049289226531982,-2.904548406600952
10,-2.9050700664520264,2.698546886444092,-2.9005181789398193,2.659846305847168,-2.910020351409912,-2.9025485515594482,-2.9059221744537354,-2.9104347229003906,-2.902235507965088
11,-2.888209819793701,2.7517919540405273,-2.893472909927368,2.7202441692352295,-2.9051523208618164,-2.9055023193359375,-2.9043240547180176,-2.9040753841400146,-2.904527187347412
12,-2.9313035011291504,2.725977659225464,5.0,-2.79123592376709,-2.903151750564575,-2.903871536254883,2.747809886932373,-2.9054572582244873,-2.9044485092163086
13,-2.9578967094421387,2.749446392059326,-2.8792290687561035,-3.0492494106292725,-2.9036545753479004,-2.9038045406341553,2.746795892715454,2.7474875450134277,2.7472357749938965
14,-2.8778233528137207,2.7562649250030518,-2.88205885887146,-2.704172134399414,2.7437002658843994,-2.903125762939453,-2.903264284133911,-2.9034905433654785,-2.8992550373077393
15,-2.902822971343994,2.7513790130615234,-2.9300105571746826,-2.9130477905273438,-2.903554677963257,2.746776819229126,-2.9035394191741943,-2.9035274982452393,2.7469375133514404
16,-2.9108223915100098,2.753615140914917,-2.8875269889831543,2.8210630416870117,-2.9014856815338135,2.746025562286377,-2.9061193466186523,-2.9045634269714355,-2.9019243717193604
17,-2.8710196018218994,2.751945734024048,-2.8836169242858887,-2.9480199813842773,-2.9047343730926514,-2.9048011302948,-2.904792547225952,-2.903982639312744,-2.9053573608398438
18,-2.904170036315918,2.746159791946411,-2.872072696685791,-2.8922369480133057,-2.9036080837249756,-2.9036805629730225,-2.9035184383392334,-2.904106855392456,-2.9038567543029785
19,-2.8990912437438965,2.753242254257202,-2.898775339126587,-2.903214931488037,-2.8997626304626465,2.747807741165161,-2.905013084411621,-2.9071192741394043,-2.9012277126312256
20,-2.9016549587249756,2.721123695373535,-2.8833932876586914,-2.885805130004883,-2.903169631958008,2.746744155883789,-2.905967950820923,-2.902963161468506,-2.9029626846313477
21,-2.901137113571167,2.7503952980041504,-2.8676249980926514,-2.889838218688965,-2.903079032897949,-2.903750419616699,-2.9030802249908447,2.7469863891601562,-2.903946876525879
22,2.2995259761810303,2.749965190887451,-2.885965347290039,-2.9186017513275146,-2.903535842895508,-2.9035427570343018,-2.9035496711730957,-2.903589963912964,-2.903625965118408
23,-2.9021430015563965,2.7504234313964844,-2.8683314323425293,-2.915329694747925,-2.9037797451019287,2.7462236881256104,-2.904284715652466,-2.9034605026245117,-2.903529644012451
24,-2.904985189437866,2.7159645557403564,-2.871673107147217,2.7443454265594482,-2.902670383453369,-2.9018826484680176,-2.902259588241577,-2.9014487266540527,-2.9025144577026367
25,-2.914790391921997,2.7878565788269043,-2.8870644569396973,-2.8971261978149414,-2.903189182281494,-2.9034695625305176,-2.9031224250793457,-2.90423583984375,-2.903560161590576
26,-2.9136829376220703,2.719419240951538,-2.888612985610962,-2.8819386959075928,-2.9037063121795654,-2.903726816177368,-2.904045581817627,2.747065305709839,-2.904057025909424
27,-2.9016036987304688,2.7667155265808105,-2.8904502391815186,-2.904201030731201,-2.9033803939819336,-2.9033985137939453,-2.903597354888916,-2.90350604057312,-2.9035191535949707
28,-2.905550003051758,2.7366719245910645,-2.8901684284210205,-2.911860704421997,-2.903776168823242,-2.904167652130127,-2.904139518737793,-2.9041054248809814,2.7472052574157715
29,-2.90162992477417,2.719454765319824,-2.8765501976013184,-2.8959763050079346,-2.900972366333008,-2.9018588066101074,-2.9095442295074463,-2.9017202854156494,-2.9063541889190674
30,-2.8914151191711426,2.74985933303833,-2.8973803520202637,-2.904560089111328,-2.9035027027130127,2.7467169761657715,2.746781826019287,-2.9036917686462402,-2.903334379196167
31,-2.9074482917785645,2.7523391246795654,-2.8843026161193848,-2.933633804321289,-2.9023303985595703,-2.9052042961120605,-2.905451536178589,-2.904158115386963,-2.9041569232940674
32,-2.908385753631592,2.7505879402160645,-2.8870248794555664,-2.861844778060913,-2.904829263687134,-2.904923677444458,-2.9048547744750977,2.745558977127075,2.744121551513672
33,-2.904090404510498,2.783137559890747,-2.9012887477874756,-2.9037036895751953,-2.9034500122070312,-2.9035561084747314,-2.9030213356018066,-2.9033191204071045,-2.903540849685669
34,2.6297719478607178,2.7552947998046875,-2.8925094604492188,-2.90252423286438,-2.9037423133850098,-2.903432607650757,2.7471296787261963,-2.9038212299346924,-2.9037108421325684
35,-2.913426637649536,2.721532106399536,-2.8897244930267334,-2.9062769412994385,-2.9035911560058594,-2.903456211090088,-2.9033846855163574,-2.9024250507354736,-2.903435230255127
36,-2.9038753509521484,2.749886989593506,-2.874507188796997,-2.893547296524048,-2.903573751449585,-2.9047205448150635,-2.903418779373169,-2.9037787914276123,-2.903662919998169
37,-2.926598310470581,2.751354694366455,-2.9120919704437256,-2.8927414417266846,2.747218132019043,-2.9040350914001465,-2.9033279418945312,-2.904038429260254,2.746303081512451
38,-2.8979620933532715,2.7851719856262207,-2.8687362670898438,2.7467288970947266,-2.9037108421325684,-2.903197765350342,-2.903578281402588,-2.9018731117248535,-2.9033939838409424
39,-2.9046404361724854,2.7506215572357178,-2.912400007247925,-2.9065053462982178,-2.902348518371582,-2.9036545753479004,-2.90266489982605,-2.9028496742248535,2.7458298206329346
40,-2.9232170581817627,2.731466770172119,-2.890631914138794,-2.901637077331543,-2.903474807739258,2.7469935417175293,-2.902822971343994,-2.9033255577087402,-2.9030799865722656
41,2.6576175689697266,2.7780444622039795,-2.8888680934906006,2.751702070236206,-2.9033236503601074,-2.9028639793395996,-2.9078757762908936,-2.9025776386260986,2.7461977005004883
42,-2.906888723373413,2.7367095947265625,-2.8913872241973877,-2.8893916606903076,2.747873544692993,2.7464680671691895,2.746168851852417,-2.9051008224487305,-2.9042792320251465
43,-2.903808116912842,2.7478866577148438,-2.909698247909546,-2.913673162460327,-2.903534412384033,-2.9035468101501465,-2.903942108154297,-2.9035520553588867,-2.903546094894409
44,-2.8931803703308105,2.7562766075134277,-2.8952884674072266,2.766939401626587,-2.904205083847046,-2.902311325073242,-2.9045450687408447,-2.9028778076171875,-2.905224323272705
45,-2.8953027725219727,2.770716905593872,-2.8981754779815674,-2.9031598567962646,-2.9035513401031494,-2.903467893600464,2.74688720703125,-2.903458833694458,2.7467546463012695
46,-2.906226634979248,2.7506864070892334,-2.8905696868896484,-2.9352526664733887,-2.9034903049468994,2.74680757522583,-2.903646230697632,-2.9036338329315186,-2.9035019874572754
47,-2.9038026332855225,2.7494752407073975,-2.924285888671875,-2.925062656402588,2.746877670288086,-2.9036197662353516,-2.903454303741455,-2.9032342433929443,-2.902367353439331
48,-2.9069292545318604,2.7507190704345703,-2.902988910675049,-2.913165330886841,-2.9031474590301514,-2.9049336910247803,-2.9039793014526367,-2.9032142162323,-2.9032132625579834
49,-2.9044857025146484,2.7486257553100586,-2.8805155754089355,-2.903749942779541,-2.903181314468384,-2.902989149093628,-2.9024810791015625,-2.903168201446533,-2.9036452770233154
50,-2.890780210494995,2.7496047019958496,-2.909627914428711,-2.9226372241973877,-2.9033937454223633,-2.904357671737671,-2.904451370239258,2.7467141151428223,-2.9046149253845215
51,-2.9034926891326904,2.7447023391723633,-2.8548879623413086,-2.9052956104278564,-2.9034783840179443,-2.899866819381714,2.7479453086853027,-2.905397653579712,-2.903456926345825
52,-2.9119958877563477,2.750878095626831,-2.9287092685699463,-2.9041645526885986,2.746988296508789,-2.903679132461548,-2.904667615890503,-2.904387950897217,2.746163845062256
53,-2.9023890495300293,2.7114343643188477,-2.893573522567749,-2.88820743560791,-2.903701066970825,-2.904449939727783,2.7468390464782715,-2.903665781021118,-2.903844118118286
