,0
0,1.2168288230895996
1,2.4846620559692383
2,2.1998109817504883
3,2.7048094272613525
4,1.7195072174072266
5,3.1955323219299316
6,3.1839773654937744
7,1.684497594833374
8,1.7373454570770264
9,2.5985217094421387
10,1.6510355472564697
11,1.7326905727386475
12,1.4067025184631348
13,1.5582449436187744
14,4.337442636489868
15,2.5629382133483887
16,1.2938640117645264
17,2.5500428676605225
18,3.212984561920166
19,2.7308218479156494
20,1.4802970886230469
21,2.746270179748535
22,1.5393495559692383
23,1.9334139823913574
24,1.2584724426269531
25,2.0627334117889404
26,1.0833582878112793
27,2.0171055793762207
28,1.3408520221710205
29,1.6242828369140625
30,1.0224812030792236
31,0.8567366600036621
32,1.811666488647461
33,2.1138663291931152
34,1.5808250904083252
35,1.534182071685791
36,2.5485517978668213
37,1.6657061576843262
38,1.477853775024414
39,1.5032904148101807
40,1.4422786235809326
41,1.2015347480773926
42,1.112809181213379
43,1.6737322807312012
44,2.1478891372680664
45,1.3339951038360596
46,1.6183280944824219
47,1.9874515533447266
48,1.9736826419830322
49,2.1297109127044678
50,1.5514917373657227
51,1.6931312084197998
52,1.5913023948669434
53,1.188645601272583
54,1.5913269519805908
55,1.5203068256378174
56,1.5172441005706787
57,1.7532110214233398
58,1.2388319969177246
59,1.7476215362548828
60,1.3940637111663818
61,1.8519561290740967
62,1.2923643589019775
63,1.3578038215637207
64,1.542736291885376
65,1.5964884757995605
66,1.8784701824188232
67,1.8559839725494385
68,1.8249099254608154
69,1.1533043384552002
70,1.8432879447937012
71,1.5623774528503418
72,1.1859803199768066
73,1.2253797054290771
74,1.253067970275879
75,2.0674896240234375
76,1.439755916595459
77,1.2149364948272705
78,1.3846962451934814
79,1.927201747894287
80,1.5338616371154785
81,1.6736068725585938
82,1.261969804763794
83,1.3280768394470215
84,2.8682188987731934
85,2.0692849159240723
86,1.278822898864746
87,1.4907712936401367
88,1.5120058059692383
89,1.4372644424438477
90,1.379547357559204
91,1.4409632682800293
92,1.4531948566436768
93,1.5898816585540771
94,1.4221248626708984
95,1.1922476291656494
96,1.6462905406951904
97,1.408151626586914
