,0
0,1.6728358268737793
1,1.0122582912445068
2,2.5299553871154785
3,1.7848293781280518
4,1.3858661651611328
5,1.2858407497406006
6,0.9674038887023926
7,1.0936169624328613
8,1.4365081787109375
9,2.2158873081207275
10,1.979062557220459
11,1.4540104866027832
12,2.5303242206573486
13,1.0414178371429443
14,1.132047414779663
15,2.919093370437622
16,1.4659788608551025
17,1.5091118812561035
18,2.5376293659210205
19,1.7217676639556885
20,1.243485927581787
21,1.1715807914733887
22,1.3980810642242432
23,0.941478967666626
24,1.5647644996643066
25,1.820953607559204
26,1.407132863998413
27,1.2735381126403809
28,1.2371039390563965
29,1.7348179817199707
30,1.4779541492462158
31,1.1245546340942383
32,1.1748270988464355
33,1.6203389167785645
34,1.1721816062927246
35,1.1625609397888184
36,1.2907404899597168
37,1.5017337799072266
38,1.5497007369995117
39,1.0415093898773193
40,1.202444314956665
41,1.8431408405303955
42,1.2329182624816895
43,1.541670799255371
44,1.4061319828033447
45,1.4455859661102295
46,1.3796935081481934
47,1.3879797458648682
48,1.3129894733428955
49,2.0856146812438965
50,1.3004307746887207
51,1.464158296585083
52,1.5097417831420898
53,1.515399694442749
54,1.539057970046997
55,1.3943657875061035
56,1.4938125610351562
57,1.5181941986083984
58,1.164799451828003
59,1.3581297397613525
60,1.029043197631836
61,1.7512898445129395
62,1.3517589569091797
63,1.4872984886169434
64,1.5975406169891357
65,1.2595138549804688
66,2.5598628520965576
67,1.9141731262207031
68,1.3546319007873535
69,1.5918049812316895
70,1.0134477615356445
71,1.3112592697143555
72,1.4870843887329102
73,1.1170744895935059
74,1.485072135925293
75,1.2608861923217773
76,1.5268363952636719
77,1.735257863998413
78,0.9903743267059326
79,1.125598669052124
80,1.728975534439087
81,1.6918246746063232
82,1.4032492637634277
83,1.1172139644622803
84,1.504859447479248
85,1.5878691673278809
86,1.655400276184082
87,1.560370683670044
88,1.3169496059417725
89,1.7089793682098389
90,1.442964792251587
91,1.6172845363616943
92,1.6577517986297607
93,1.3925609588623047
94,1.643815279006958
95,1.4358947277069092
96,1.4401516914367676
97,1.5162134170532227
