,0
0,0.3912065029144287
1,1.1353094577789307
2,2.2096750736236572
3,3.6103515625
4,2.5320286750793457
5,2.250694513320923
6,2.36680006980896
7,3.3989832401275635
8,1.5500640869140625
9,2.5573911666870117
10,1.776979923248291
11,2.6862056255340576
12,2.2931621074676514
13,1.7276122570037842
14,1.7725203037261963
15,3.0426807403564453
16,1.885277509689331
17,2.7455992698669434
18,1.3680319786071777
19,1.5068840980529785
20,1.8001220226287842
21,2.2109158039093018
22,1.891298532485962
23,2.2883412837982178
24,2.0227432250976562
25,1.9091763496398926
26,1.550511360168457
27,1.410330057144165
28,1.3026084899902344
29,1.5362045764923096
30,1.323366641998291
31,1.6017076969146729
32,1.345151662826538
33,2.237406015396118
34,2.770495653152466
35,1.5103588104248047
36,1.2785475254058838
37,2.189047336578369
38,1.5928192138671875
39,2.568601131439209
40,1.3730108737945557
41,1.425767183303833
42,2.179269790649414
43,1.699937343597412
44,1.4393787384033203
45,2.4525256156921387
46,2.0388824939727783
47,1.3775384426116943
48,2.189213991165161
49,1.3234984874725342
50,1.5462682247161865
51,2.0251965522766113
52,1.980433464050293
53,1.7124459743499756
54,1.565397024154663
55,1.5203921794891357
56,1.7198495864868164
57,1.2915372848510742
58,1.3129055500030518
59,1.6385514736175537
60,1.3154640197753906
61,1.50429368019104
62,1.7166004180908203
63,1.838029146194458
64,1.9967949390411377
65,1.4935986995697021
66,1.5509541034698486
67,2.5845305919647217
68,1.4973092079162598
69,1.4566192626953125
70,1.9001095294952393
71,1.3743741512298584
72,1.7114508152008057
73,1.190089464187622
74,1.839705228805542
75,1.6084225177764893
76,1.7558996677398682
77,1.245537519454956
78,1.2592191696166992
79,1.2408735752105713
80,1.045539140701294
81,1.8647167682647705
82,1.4943714141845703
83,1.3022716045379639
84,1.6579828262329102
85,1.5355453491210938
86,1.1737430095672607
87,1.396989107131958
88,1.3947219848632812
89,3.1348772048950195
90,1.6206881999969482
91,1.5983309745788574
92,2.1964898109436035
93,1.3986423015594482
94,1.1424167156219482
95,1.6998991966247559
96,1.4863743782043457
97,1.5072593688964844
