,0
0,0.6666619777679443
1,1.9336280822753906
2,2.9738876819610596
3,4.407277822494507
4,3.4909567832946777
5,1.8112530708312988
6,2.5513532161712646
7,1.1534714698791504
8,1.4049220085144043
9,2.2429003715515137
10,1.6405003070831299
11,1.5725910663604736
12,1.8148999214172363
13,1.5364270210266113
14,1.4630234241485596
15,1.6699023246765137
16,2.281273365020752
17,1.6939067840576172
18,1.2039353847503662
19,1.9776363372802734
20,2.445835590362549
21,2.247450590133667
22,1.627028226852417
23,1.231332540512085
24,1.3341195583343506
25,1.9351413249969482
26,2.238269805908203
27,1.9921965599060059
28,1.7817840576171875
29,1.6726202964782715
30,1.5074398517608643
31,1.1951618194580078
32,1.2737784385681152
33,1.1324265003204346
34,1.4851229190826416
35,0.9806289672851562
36,1.9359195232391357
37,1.8547072410583496
38,1.8516817092895508
39,2.597341299057007
40,1.1369106769561768
41,1.3476626873016357
42,2.3141300678253174
43,1.3871166706085205
44,1.3578565120697021
45,1.5539772510528564
46,1.3196308612823486
47,1.3045756816864014
48,1.5008928775787354
49,1.923290491104126
50,1.2975146770477295
51,1.264984130859375
52,1.4603796005249023
53,1.4574933052062988
54,1.519498348236084
55,1.3105499744415283
56,1.6986806392669678
57,1.856281042098999
58,1.0794286727905273
59,1.7405555248260498
60,1.5737533569335938
61,1.8697214126586914
62,1.6318893432617188
63,1.6537518501281738
64,1.4990718364715576
65,1.3844172954559326
66,1.0238289833068848
67,1.9338746070861816
68,1.5743968486785889
69,1.4618196487426758
70,1.4599192142486572
71,1.8329901695251465
72,1.432255506515503
73,1.8803997039794922
74,1.8932969570159912
75,1.447054386138916
76,1.4333720207214355
77,3.800203800201416
78,1.7682888507843018
79,1.620701551437378
80,1.6617233753204346
81,1.7737021446228027
82,1.8922688961029053
83,1.4782764911651611
84,1.5724437236785889
85,1.1040966510772705
86,2.056960344314575
87,2.0866799354553223
88,2.2884697914123535
89,1.751121997833252
90,1.5466976165771484
91,1.3154711723327637
92,1.3324711322784424
93,1.5567362308502197
94,1.7250776290893555
95,1.521308183670044
96,2.1990530490875244
97,1.6296911239624023
