,0,1,2,3,4,5,6,7,8
0,4.8272947675657125,-3.9408935697577885,-4.340048671918744,-2.8077942703080305,-0.28499082932252584,3.634910209127476,-4.316537435558061,2.4174280709976506,2.5326862589522463
1,1.8476434256618637,4.312752488048776,-4.562272799557845,1.665633162731024,-0.2703153404637746,-2.967589068901816,3.4551706072747717,4.617527238260687,2.029483627361982
2,-1.8639189004898071,2.4553072452545166,0.4935799837112427,-1.9030216932296753,-2.903531312942505,-2.9035372734069824,-2.903524875640869,-2.9035189151763916,2.7468364238739014
3,-0.9553375244140625,0.6911872029304504,-0.31256696581840515,4.229427337646484,-2.9034881591796875,-2.9034721851348877,-2.9034900665283203,-2.90347957611084,2.746783971786499
4,-1.792065143585205,2.5852787494659424,0.3474661707878113,-1.8592103719711304,-2.9035439491271973,-2.9035301208496094,-2.9035708904266357,-2.9036142826080322,-2.903496026992798
5,-3.3041653633117676,2.3600311279296875,1.4425235986709595,-2.535954713821411,-2.9025330543518066,-2.902587652206421,-2.9028513431549072,-2.9027295112609863,-2.9028213024139404
6,-5.0,3.4152469635009766,3.922147035598755,-3.002023220062256,-2.9056050777435303,-2.9161293506622314,-2.9065165519714355,-2.9094223976135254,-2.9073007106781006
7,-2.8316099643707275,5.0,-3.4049341678619385,-2.527599573135376,-2.8994946479797363,2.747833251953125,2.7463831901550293,-2.904127359390259,-2.905090570449829
8,-3.220794439315796,-2.37313175201416,-3.8630588054656982,-2.939168691635132,-2.8879902362823486,-2.901082992553711,-2.8977553844451904,-2.9061965942382812,2.701521873474121
9,-2.992424964904785,-1.5855271816253662,-4.7012104988098145,-2.6529977321624756,-2.9085705280303955,-2.9033594131469727,-2.907055616378784,2.748568534851074,2.7526636123657227
10,-2.8954365253448486,-2.623739719390869,0.7338005900382996,-2.978097677230835,-2.8741931915283203,-2.850236415863037,2.73360538482666,2.7028565406799316,2.748608350753784
11,-2.9278693199157715,-2.407741069793701,-1.5297541618347168,-2.686640739440918,2.7424933910369873,-2.8966400623321533,-2.9021148681640625,-2.8747830390930176,-2.9067366123199463
12,-2.919424295425415,-5.0,-3.200812816619873,-2.8921658992767334,-2.920499086380005,-2.9219775199890137,2.765315532684326,-2.8931477069854736,2.7531492710113525
13,-2.8966875076293945,-2.4733333587646484,-1.204484224319458,-5.0,-2.9032750129699707,-2.901590347290039,-2.902263879776001,-2.9025380611419678,-2.904005765914917
14,-2.86124324798584,-3.1515920162200928,3.42879319190979,-0.7095808982849121,-2.866086959838867,-2.901160717010498,-2.957357883453369,2.7552428245544434,-2.911478042602539
15,-2.560757637023926,-3.2229623794555664,4.4128899574279785,-2.9094908237457275,-2.877077341079712,2.7629616260528564,-2.881512403488159,2.752721071243286,-2.859734296798706
16,-2.8975844383239746,-2.9575352668762207,0.9121882319450378,1.286555290222168,-2.9038305282592773,-2.9005746841430664,2.7467246055603027,-2.903456926345825,2.7537662982940674
17,-2.926626205444336,-2.7132554054260254,-4.568341255187988,2.2432971000671387,2.7519967555999756,2.7438318729400635,-2.896328926086426,-2.90797758102417,-2.9147584438323975
18,-2.864657163619995,2.2511749267578125,2.9898040294647217,2.3112027645111084,-2.938643217086792,-2.939836263656616,2.7943873405456543,-2.9395930767059326,2.707422971725464
19,-2.7716875076293945,2.378530502319336,3.311688184738159,2.5953118801116943,-2.902557849884033,-2.902559518814087,-2.902550458908081,-2.903628349304199,2.7464163303375244
20,1.1958180665969849,2.559161424636841,-2.144275426864624,-3.0202925205230713,-2.9061803817749023,-2.9026763439178467,2.7445132732391357,-2.9036619663238525,-2.9031496047973633
