,0
0,0.670682430267334
1,1.4687116146087646
2,1.5515806674957275
3,2.7413198947906494
4,2.8199830055236816
5,2.0280632972717285
6,3.2108752727508545
7,2.3652260303497314
8,1.6996207237243652
9,3.2870960235595703
10,2.9671318531036377
11,2.7482380867004395
12,2.039578914642334
13,1.7396166324615479
14,1.6558890342712402
15,2.320507049560547
16,1.5743989944458008
17,1.7441699504852295
18,2.3734560012817383
19,1.3084397315979004
20,2.2880122661590576
21,2.27481746673584
22,1.1188573837280273
23,1.8064861297607422
24,1.8726801872253418
25,1.1882197856903076
26,1.5363268852233887
27,1.3147313594818115
28,1.7835602760314941
29,1.9548816680908203
30,1.1254456043243408
31,1.3019871711730957
32,1.3759822845458984
33,1.394407033920288
34,1.5575764179229736
35,1.3030846118927002
36,1.2743163108825684
37,1.5910615921020508
38,1.4710948467254639
39,1.370197057723999
40,1.6201791763305664
41,1.717597246170044
42,1.9078643321990967
43,1.133087158203125
44,1.6467235088348389
45,1.862922191619873
46,1.5851609706878662
47,1.397834300994873
48,1.3541815280914307
49,1.8249449729919434
50,1.2533833980560303
51,1.2455556392669678
52,1.440774917602539
53,2.0324668884277344
54,1.685035228729248
55,1.8517282009124756
56,1.524092435836792
57,1.3307609558105469
58,1.7696986198425293
59,1.3242614269256592
60,1.3384194374084473
61,1.9325485229492188
62,1.476513147354126
63,1.0562021732330322
64,1.4979758262634277
65,1.4394025802612305
66,1.3856480121612549
67,1.497610330581665
68,1.1270034313201904
69,1.2532033920288086
70,1.5073378086090088
71,1.5176935195922852
72,1.0713069438934326
73,1.2509324550628662
74,1.0613398551940918
75,1.093670129776001
76,1.3907818794250488
77,1.9249281883239746
78,1.4510159492492676
79,2.09208345413208
80,1.4701008796691895
81,1.2175228595733643
82,1.2674713134765625
83,1.4428670406341553
84,1.4492521286010742
85,1.4462332725524902
86,1.5683915615081787
87,1.794475793838501
88,1.0981216430664062
89,1.9423556327819824
90,1.5329101085662842
91,1.2870440483093262
92,1.2140109539031982
93,1.698258876800537
94,1.3498916625976562
95,1.4645421504974365
96,1.6754913330078125
97,1.4550254344940186
