,0
0,0.4326345920562744
1,0.6674380302429199
2,0.9724373817443848
3,2.637407064437866
4,4.096673488616943
5,2.3239123821258545
6,1.9124526977539062
7,2.2299208641052246
8,1.7224833965301514
9,2.0564563274383545
10,2.1977126598358154
11,1.8706638813018799
12,1.615781545639038
13,1.5409886837005615
14,1.598804235458374
15,1.423429250717163
16,3.09921932220459
17,1.5909013748168945
18,1.8765904903411865
19,1.5621757507324219
20,2.120293378829956
21,1.4147381782531738
22,1.9871079921722412
23,1.3979294300079346
24,1.384145736694336
25,1.8233482837677002
26,2.403632640838623
27,1.9517185688018799
28,1.3016910552978516
29,1.225555658340454
30,1.4134998321533203
31,1.0375046730041504
32,1.3789796829223633
33,1.7007522583007812
34,2.107954502105713
35,2.561561346054077
36,1.44059157371521
37,1.545215129852295
38,2.742952585220337
39,1.4208712577819824
40,1.8099074363708496
41,2.2437028884887695
42,1.421994924545288
43,1.4090251922607422
44,1.5982637405395508
45,1.6323916912078857
46,1.2604527473449707
47,1.8634581565856934
48,1.44435715675354
49,2.5137338638305664
50,1.702301025390625
51,1.3110780715942383
52,1.315906047821045
53,3.0956649780273438
54,1.3150782585144043
55,1.5154376029968262
56,1.5630338191986084
57,1.3892624378204346
58,1.695624828338623
59,1.9995965957641602
60,1.6364238262176514
61,1.8631176948547363
62,1.3330950736999512
63,1.8122684955596924
64,1.530428409576416
65,1.6765995025634766
66,1.901198387145996
67,1.486745834350586
68,1.4918866157531738
69,2.595773935317993
70,1.992844820022583
71,1.5149624347686768
72,1.5738070011138916
73,1.475081205368042
74,1.1316823959350586
75,1.7429378032684326
76,1.442453384399414
77,2.332697868347168
78,0.8866446018218994
79,1.179379940032959
80,1.3185980319976807
81,1.9190599918365479
82,1.267423391342163
83,1.2966697216033936
84,1.926295280456543
85,1.827333927154541
86,2.2455663681030273
87,1.4373526573181152
88,1.826399326324463
89,1.4058623313903809
90,1.8067011833190918
91,1.098768711090088
92,1.9796221256256104
93,2.4584903717041016
94,1.35723876953125
95,1.34531831741333
96,1.2654645442962646
97,1.190526008605957
